"as","rwa","year","yearnum","season","seasonnum","time","timenr","stratum","eff","temp","hist","neighb","soil","catch","effort","cpue"
1232,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.0148698884758364,"sand",0,2,0
1233,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.15,0.103151862464183,"sand",0,6,0
1234,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0655737704918033,0.186206896551724,"sand",0,14,0
1235,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0476190476190476,0.133004926108374,"sand",7,35,0.2
1236,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0304568527918782,0.0894454382826476,"sand",1,36,0.0277777777777778
1237,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.175548589341693,0.0834326579261025,"sand",0,41,0
1238,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.314942528735632,0.104222821203953,"sand",11,55,0.2
1241,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.115702479338843,0.0754716981132075,"peat",0,33,0
1242,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0434782608695652,0.0808080808080808,"sand",0,12.25,0
1243,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.130434782608696,0.16,"built-up",0,3,0
1244,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0885608856088561,0.101010101010101,"sand",8,28,0.285714285714286
1245,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.154320987654321,0.128,"sand",3,33,0.0909090909090909
1246,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.0711111111111111,"sand",0,5,0
1247,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0357142857142857,0.0878661087866109,"sand",0,48,0
1248,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.373737373737374,0.134751773049645,"sand",0,32,0
1251,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.26056338028169,0.124513618677043,"sand",5,61,0.0819672131147541
1252,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.133333333333333,0.107602339181287,"sand",4,8.75,0.457142857142857
1253,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.05,0.195488721804511,"peat",0,1,0
1254,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.123943661971831,"sand",0,3,0
1255,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.119565217391304,"sand",0,4,0
1257,"Waterschap Hunze en Aa's","2014",2014,"winter",1,-0.534508940466797,5,"low","increase","year-round",0,0.0421686746987952,"sand",5,28,0.178571428571429
1258,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0597014925373134,0.146496815286624,"sand",4,42,0.0952380952380952
1311,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0266666666666667,0.196981731532963,"sand",1,24,0.0416666666666667
1312,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0673934588701685,0.196542311191993,"clay",16,34,0.470588235294118
1313,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0887480190174326,0.254652301665034,"clay",11,8.5,1.29411764705882
1314,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0533333333333333,0.271047227926078,"sand",2,6.5,0.307692307692308
1321,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0827586206896552,0.225806451612903,"sand",7,60,0.116666666666667
1322,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.181818181818182,0.25985401459854,"sand",32,101,0.316831683168317
1323,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.342342342342342,0.373417721518987,"sand",2,39,0.0512820512820513
1324,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.140350877192982,0.313993174061433,"sand",3,18,0.166666666666667
1331,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.395522388059701,0.211327134404057,"sand",1,49,0.0204081632653061
1332,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.338345864661654,0.232283464566929,"sand",23,55.5,0.414414414414414
1333,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.337468982630273,0.2574568288854,"sand",28,72.5,0.386206896551724
1334,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.5,0.246851385390428,"sand",3,20,0.15
1341,"Waterschap Hunze en Aa's","2014",2014,"winter",1,-0.534508940466797,5,"medium","increase","year-round",0.483720930232558,0.15025041736227,"sand",33,134,0.246268656716418
1342,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.221238938053097,0.247873633049818,"sand",3,16,0.1875
1343,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.157303370786517,0.250497017892644,"sand",12,36.5,0.328767123287671
1344,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.348623853211009,0.28125,"sand",4,32.5,0.123076923076923
1351,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.261437908496732,0.13677811550152,"sand",3,26,0.115384615384615
1352,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0472972972972973,0.183639398998331,"sand",0,24,0
1353,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.258928571428571,0.104395604395604,"sand",2,14,0.142857142857143
1354,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0909090909090909,0.176470588235294,"sand",0,17,0
1412,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.0545073375262055,"sand",0,0,0
1413,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0257234726688103,0.0166204986149584,"sand",13,138,0.0942028985507246
1414,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.054945054945055,"water",0,15,0
1415,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.072632944228275,"water",0,0,0
1416,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.10632183908046,0.115079365079365,"sand",1,114,0.0087719298245614
1417,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.1,0.0998080614203455,"water",0,25,0
1422,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.138790035587189,"sand",0,20,0
1423,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0826771653543307,0.118768328445748,"sand",0,59.5,0
1424,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.101735487731897,"sand",3,65,0.0461538461538462
1425,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0217391304347826,0.0462724935732648,"water",4,80.5,0.0496894409937888
1426,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.148148148148148,0.0283400809716599,"loam",20,111,0.18018018018018
1427,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.192708333333333,0.0999020568070519,"loam",5,35.5,0.140845070422535
1428,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.150537634408602,"water",0,0,0
1432,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.144124168514412,"sand",0,12,0
1433,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.0106382978723404,"sand",65,352.5,0.184397163120567
1434,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.0975927130774236,"loam",0,79.5,0
1435,"HH Hollands Noorderkwartier","2014",2014,"winter",1,-0.534508940466797,5,"medium","control","year-round",0.155555555555556,0.0948336871903751,"loam",3,110.5,0.0271493212669683
1436,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.186732186732187,0.104084321475626,"loam",0,88.5,0
1437,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.179245283018868,0.151428571428571,"loam",1,40,0.025
1438,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.110169491525424,0.0837209302325581,"water",29,132,0.21969696969697
1442,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.124879923150817,"sand",0,7,0
1443,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.0964391691394659,"loam",0,12,0
1444,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.0829268292682927,"clay",0,27,0
1445,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.192279679533867,"clay",0,61.5,0
1446,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.329457364341085,0.164852255054432,"loam",40,193.5,0.20671834625323
1447,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.169761273209549,0.261398176291793,"loam",6,126.5,0.0474308300395257
1448,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0465116279069767,0.106699751861042,"water",6,13,0.461538461538462
1452,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0135135135135135,0,"clay",0,32,0
1453,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0072463768115942,0,"loam",0,112,0
1454,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0376712328767123,0,"loam",0,52,0
1455,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0202020202020202,0.238447319778189,"loam",0,40,0
1456,"HH Hollands Noorderkwartier","2014",2014,"winter",1,-0.534508940466797,5,"medium","decrease","season",0.00328947368421053,0.0873866446826051,"loam",89,95.5,0.931937172774869
1457,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0588235294117647,0.263059701492537,"loam",7,80.5,0.0869565217391304
1458,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0238095238095238,0.0633333333333333,"clay",0,15,0
1513,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0833333333333333,0.055363321799308,"water",0,0,0
1514,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.05625,0.114901256732496,"loam",1,59,0.0169491525423729
1515,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.21505376344086,0.115097159940209,"water",25,173,0.144508670520231
1516,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.282220131702728,0.118686868686869,"peat",26,198,0.131313131313131
1517,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.335640138408304,0.081025641025641,"peat",0,17,0
1518,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.351351351351351,0.0626506024096386,"peat",1,52,0.0192307692307692
1523,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.102272727272727,0.0194805194805195,"water",2,60,0.0333333333333333
1524,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0303643724696356,0.0946745562130177,"clay",2,95,0.0210526315789474
1525,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.203703703703704,0.111111111111111,"loam",4,46,0.0869565217391304
1526,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.467741935483871,0.120661157024793,"sand",0,1,0
1527,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.417283950617284,0.072790294627383,"peat",10,116,0.0862068965517241
1528,"Wetterskip Fryslân","2014",2014,"winter",1,-0.534508940466797,5,"high","increase","season",0.564375605033882,0.058343057176196,"peat",7,180,0.0388888888888889
1535,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.0795454545454545,"water",0,0,0
1536,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.05,0.0642201834862385,"water",8,32,0.25
1537,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.299019607843137,0.0536480686695279,"water",0,23,0
1538,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.241803278688525,0.0643821391484943,"sand",0,74,0
1546,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.110169491525424,"water",0,2,0
1547,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.289377289377289,0.0619047619047619,"sand",0,30,0
1548,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.263440860215054,0.0865384615384615,"loam",0,31,0
1551,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.0447761194029851,"clay",0,9,0
1552,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0,"water",0,7,0
1556,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.0752688172043011,"water",0,3,0
1557,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.389380530973451,0.0173913043478261,"sand",5,30,0.166666666666667
1558,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.108108108108108,0.103225806451613,"loam",0,15,0
1611,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.245733788395904,0.048348106365834,"water",13,117,0.111111111111111
1612,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.198857142857143,0.0804710500490677,"peat",12,259,0.0463320463320463
1613,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.281645569620253,0.0600461893764434,"peat",4,61,0.0655737704918033
1614,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.174957118353345,0.0729335494327391,"sand",1,168,0.00595238095238095
1615,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.259136212624585,0.0593080724876442,"sand",0,77,0
1616,"Wetterskip Fryslân","2014",2014,"winter",1,-0.534508940466797,5,"low","control","year-round",0.13125,0.0637860082304527,"sand",5,11,0.454545454545455
1617,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.08,0.0907216494845361,"sand",0,17.5,0
1618,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,1.31578947368421,0.054176072234763,"sand",0,8,0
1621,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.264026402640264,0.0824806201550388,"peat",0,12,0
1622,"Wetterskip Fryslân","2014",2014,"winter",1,-0.534508940466797,5,"high","decrease","season",0.28544061302682,0.137595552466991,"peat",34,507,0.0670611439842209
1623,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.453731343283582,0.111252222504445,"peat",0,39,0
1624,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.272045028142589,0.120592743995912,"peat",0,34,0
1625,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.351535836177474,0.0300751879699248,"sand",9,90,0.1
1626,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.247422680412371,0.0594059405940594,"sand",0,29,0
1627,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.238961038961039,0.046189376443418,"sand",1,36.5,0.0273972602739726
1628,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.111111111111111,0.025,"sand",0,12,0
1631,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.210526315789474,0.108370962139632,"peat",1,17.5,0.0571428571428571
1632,"Wetterskip Fryslân","2014",2014,"winter",1,-0.534508940466797,5,"high","control","year-round",0.37494745691467,0.150798722044728,"peat",65,406,0.160098522167488
1633,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.385093167701863,0.126582278481013,"peat",103,527.5,0.195260663507109
1634,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.4375,0.156761412575366,"sand",0,6,0
1635,"Reest en Wieden","2014",2014,"winter",1,-0.534508940466797,5,"low","decrease","year-round",0.347826086956522,0.0866935483870968,"sand",1,10,0.1
1636,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.245989304812834,0.0844250363901019,"sand",5,64,0.078125
1637,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.294416243654822,0.0533333333333333,"sand",0,47.5,0
1638,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0196078431372549,0.00571428571428571,"sand",0,27.5,0
1641,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.119402985074627,0.149443561208267,"sand",13,72,0.180555555555556
1642,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.221434898139947,0.171085858585859,"peat",37,157.5,0.234920634920635
1643,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.217440543601359,0.165491878639289,"peat",48,232.5,0.206451612903226
1644,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.192846034214619,0.181818181818182,"peat",11,158.5,0.0694006309148265
1645,"Reest en Wieden","2014",2014,"winter",1,-0.534508940466797,5,"medium","control","year-round",0.317518248175182,0.147937411095306,"peat",10,69.5,0.143884892086331
1646,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.283582089552239,0.125345622119816,"sand",8,45,0.177777777777778
1647,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.104166666666667,0.0492957746478873,"sand",0,16,0
1648,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0307692307692308,0.0106951871657754,"sand",0,32.5,0
1651,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.140350877192982,0.178302900107411,"loam",17,154.5,0.110032362459547
1652,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.170305676855895,0.139658848614072,"loam",21,88,0.238636363636364
1653,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.315384615384615,0.164746052069996,"sand",3,86,0.0348837209302326
1654,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.346915017462165,0.153000845308538,"peat",30,202,0.148514851485149
1655,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.33890214797136,0.120713305898491,"peat",44,181,0.243093922651934
1656,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.239467849223947,0.100923076923077,"peat",5,36.5,0.136986301369863
1657,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.159695817490494,0.056525353283458,"sand",3,118,0.0254237288135593
1658,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.148820326678766,0.0838852097130243,"sand",0,55,0
1711,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.262948207171315,0.14218009478673,"sand",4,38.5,0.103896103896104
1712,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.19047619047619,0.10498687664042,"sand",14,58.25,0.240343347639485
1713,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.166112956810631,"sand",0,6.75,0
1714,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.0269360269360269,"sand",0,13,0
1716,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.0826446280991736,"sand",0,10,0
1717,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.0830449826989619,"sand",0,2,0
1718,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.23943661971831,0.104683195592287,"sand",3,27,0.111111111111111
1721,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.131616595135908,"sand",0,18,0
1722,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.027027027027027,0.119047619047619,"sand",5,24,0.208333333333333
1723,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0566037735849057,0.127090301003344,"sand",2,32.5,0.0615384615384615
1724,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0384615384615385,0.0172786177105832,"sand",0,10,0
1725,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0,"sand",0,17,0
1726,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0,"sand",0,6,0
1727,"Vechtstromen","2014",2014,"winter",1,-0.534508940466797,5,"low","increase","year-round",0,0.036144578313253,"sand",0,3.5,0
1728,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.188571428571429,0.122743682310469,"peat",0,28,0
1731,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.0482897384305835,"sand",0,6.5,0
1733,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.114285714285714,0.062402496099844,"sand",0,7.5,0
1734,"Reest en Wieden","2014",2014,"winter",1,-0.534508940466797,5,"low","control","year-round",0,0.0680628272251309,"sand",0,30,0
1735,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.0531757754800591,"sand",0,9,0
1736,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0714285714285714,0.0789473684210526,"sand",0,4,0
1737,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.106194690265487,0.0273972602739726,"sand",0,2,0
1738,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.333333333333333,0.0921052631578947,"sand",0,4,0
1741,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.05,"sand",0,6,0
1742,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0952380952380952,0.15958815958816,"sand",1,4.25,0.235294117647059
1743,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.05,0.123076923076923,"sand",2,17.75,0.112676056338028
1744,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.297297297297297,0.136567834681042,"sand",0,41.75,0
1745,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.104477611940299,0.0397350993377483,"sand",9,55.5,0.162162162162162
1746,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0677966101694915,0.156862745098039,"sand",0,5,0
1747,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.236286919831224,0.16793893129771,"sand",0,16,0
1748,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.390243902439024,0.150753768844221,"built-up",2,6.5,0.307692307692308
1751,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.176470588235294,0.105090311986864,"sand",0,4,0
1752,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.539568345323741,0.136955712690733,"sand",8,50.25,0.159203980099502
1753,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.228915662650602,0.0860215053763441,"sand",21,102.25,0.205378973105134
1754,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.268292682926829,0.155022947475778,"sand",4,40.25,0.0993788819875776
1755,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.294617563739377,0.157782515991471,"sand",2,16,0.125
1756,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.115384615384615,0.253807106598985,"sand",0,5,0
1757,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.177083333333333,0.0984615384615385,"sand",9,20,0.45
1758,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.385026737967914,0.133790737564322,"sand",0,19,0
1811,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0735294117647059,0.0669291338582677,"sand",2,17,0.117647058823529
1812,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.145454545454545,0.0823529411764706,"sand",0,37,0
1813,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.106382978723404,0.031496062992126,"sand",0,19,0
1821,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.226826608505998,0.0654205607476635,"sand",5,35,0.142857142857143
1822,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.145363408521303,0.0804597701149425,"sand",2,35,0.0571428571428571
1831,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.351851851851852,0.0935064935064935,"sand",7,48,0.145833333333333
1832,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.219653179190751,0.125,"sand",0,18,0
1841,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.127659574468085,0.147426981919332,"peat",0,13,0
1842,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.215568862275449,0.144827586206897,"sand",9,53,0.169811320754717
1851,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.195979899497487,0.105806451612903,"sand",14,77,0.181818181818182
1852,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.160621761658031,0.11864406779661,"sand",21,134,0.156716417910448
1911,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0,"sand",0,3,0
1912,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0,"sand",0,16,0
1913,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0,"loam",0,56.5,0
1914,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0,"loam",0,22,0
1915,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.234210526315789,"loam",0,52,0
1916,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0,0.207407407407407,"clay",0,37.5,0
1917,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0108695652173913,0.18369259606373,"loam",0,15,0
1918,NA,"2014",2014,"winter",1,-0.534508940466797,5,NA,"no experiment",NA,0.0382513661202186,0.0279937791601866,"loam",0,40,0
